Unnamed: 0,elec,community,ID,Posting ID,community_elec,Title,Body,Text,Dates,Year,Month,Day,Time,Hits cnt,Rec cnt,ner,person,pred_Kc_kmhas,softmax_Kc_kmhas,pred_Ko_kodoli,softmax_Ko_kodoli,pred_Ro_kodoli,softmax_Ro_kodoli,max_sft,max_sft_label,avg_sft,avg_sft_label,ensemble_score
187632,20,MLB,20MLB47837,202202270065988975,MLB20,"안철수에게만 문자테러 간게 아님,,,,,,,,,,,,,,,,,,,,,, 8",몇안되는 국민의 당 의원한테들 까지 문자 테러를 ㄷㄷ그렇지 이게 양당정치지 ㄷㄷ,"안철수에게만 문자테러 간게 아님,,,,,,,,,,,,,,,,,,,,,, 몇안되는 국민의 당 의원한테들 까지 문자 테러를 ㄷㄷ그렇지 이게 양당정치지 ㄷㄷ",2022-02-27,2022,2,27,18:16:00,1201,0,"[('안철수', 'B-PER'), ('에게', 'O'), ('만', 'O'), ('문자', 'O'), ('테러', 'O'), ('간', 'O'), ('게', 'O'), ('아님', 'O'), (',', 'O'), (',,,,,,,,,,,,,,,,,,,,,', 'O'), ('8', 'B-NOH'), ('몇', 'O'), ('안', 'O'), ('되', 'O'), ('는', 'O'), ('국민', 'B-ORG'), ('의', 'I-ORG'), ('당', 'I-ORG'), ('의원', 'O'), ('한테', 'O'), ('들', 'O'), ('까지', 'O'), ('문자', 'O'), ('테러', 'O'), ('를', 'O'), ('ㄷ', 'O'), ('ㄷ', 'O'), ('그렇', 'O'), ('지', 'O'), ('이게', 'O'), ('양당', 'O'), ('정치', 'O'), ('지', 'O'), ('ㄷ', 'O'), ('ㄷ', 'O')]",['안철수'],0,0.1086,0,0.046,0,0.0693,0.1086,0,0.0746,0,0
158128,20,MLB,20MLB18333,202203080066312870,MLB20,윤석열이만약에라도 된다면 세계에 퍼스트레이디어디갔냐고 19,어떻게 말할래김건희 지입으로 방구석에 쳐박혀 죽은듯이 살겠다고했는데 해외순방같은거 어떻게 할래 국격어떻게 할꺼냐고윤석열이 되면 안되는이유가 수백가지지만 이것도 큰이유야,윤석열이만약에라도 된다면 세계에 퍼스트레이디어디갔냐고 어떻게 말할래김건희 지입으로 방구석에 쳐박혀 죽은듯이 살겠다고했는데 해외순방같은거 어떻게 할래 국격어떻게 할꺼냐고윤석열이 되면 안되는이유가 수백가지지만 이것도 큰이유야,2022-03-08,2022,3,8,13:55:00,892,0,"[('윤석열', 'B-PER'), ('이', 'O'), ('만약', 'O'), ('에', 'O'), ('라도', 'O'), ('된다면', 'O'), ('세계', 'O'), ('에', 'O'), ('퍼스트레이디', 'O'), ('어디', 'O'), ('갔', 'O'), ('냐고', 'O'), ('19', 'B-NOH'), ('어떻게', 'O'), ('말', 'O'), ('할래', 'O'), ('김건희', 'B-PER'), ('지', 'O'), ('입', 'O'), ('으로', 'O'), ('방구석', 'O'), ('에', 'O'), ('쳐박혀', 'O'), ('죽', 'O'), ('은', 'O'), ('듯이', 'O'), ('살', 'O'), ('겠', 'O'), ('다고', 'O'), ('했', 'O'), ('는데', 'O'), ('해외', 'O'), ('순방', 'O'), ('같', 'O'), ('은', 'O'), ('거', 'O'), ('어떻게', 'O'), ('할래', 'O'), ('국격', 'O'), ('어떻게', 'O'), ('할꺼', 'O'), ('냐고', 'O'), ('윤석열', 'B-PER'), ('이', 'O'), ('되', 'O'), ('면', 'O'), ('안', 'O'), ('되', 'O'), ('는', 'O'), ('이유', 'O'), ('가', 'O'), ('수백', 'B-NOH'), ('가지', 'O'), ('지만', 'O'), ('이것', 'O'), ('도', 'O'), ('큰', 'O'), ('이유', 'O'), ('야', 'O')]","['윤석열', '김건희', '윤석열']",0,0.295799999999999,0,0.3772,0,0.0129,0.3772,0,0.2286,0,0
174312,20,MLB,20MLB34517,202203030066135906,MLB20,펌 새보갤에 나타난 제갈공명 4,대선을 넘어 지선까지 바라보는 당신은 대체,펌 새보갤에 나타난 제갈공명 대선을 넘어 지선까지 바라보는 당신은 대체,2022-03-03,2022,3,3,15:12:00,1064,0,"[('펌', 'O'), ('새보', 'O'), ('갤', 'O'), ('에', 'O'), ('나타난', 'O'), ('제갈공명', 'B-PER'), ('4', 'B-NOH'), ('대선', 'I-NOH'), ('을', 'O'), ('넘', 'O'), ('어', 'O'), ('지선', 'B-PER'), ('까지', 'O'), ('바라보', 'O'), ('는', 'O'), ('당신', 'O'), ('은', 'O'), ('대체', 'O')]","['제갈공명', '지선']",0,0.0874,0,0.2808,0,0.0870999999999999,0.2808,0,0.1518,0,0
159426,20,MLB,20MLB19631,202203070066295437,MLB20,저는 종북왜구가 되렵니다,뭐 진짜 종북왜구 이런게 아니라 너무 진영논리에 빠지지 않겠다는 정치병이 너무 심해져서 정신이 없죠 빨리 선거 끝났으면 좋겠어요 ㅠㅠ,저는 종북왜구가 되렵니다 뭐 진짜 종북왜구 이런게 아니라 너무 진영논리에 빠지지 않겠다는 정치병이 너무 심해져서 정신이 없죠 빨리 선거 끝났으면 좋겠어요 ㅠㅠ,2022-03-07,2022,3,7,22:50:00,124,0,"[('저', 'O'), ('는', 'O'), ('종북', 'O'), ('왜구', 'O'), ('가', 'O'), ('되', 'O'), ('렵니다', 'O'), ('뭐', 'O'), ('진짜', 'O'), ('종북', 'O'), ('왜구', 'O'), ('이런', 'O'), ('게', 'O'), ('아니', 'O'), ('라', 'O'), ('너무', 'O'), ('진영', 'O'), ('논리', 'O'), ('에', 'O'), ('빠지', 'O'), ('지', 'O'), ('않', 'O'), ('겠', 'O'), ('다는', 'O'), ('정치', 'O'), ('병', 'O'), ('이', 'O'), ('너무', 'O'), ('심해져서', 'O'), ('정신', 'O'), ('이', 'O'), ('없', 'O'), ('죠', 'O'), ('빨리', 'O'), ('선거', 'O'), ('끝났으면', 'O'), ('좋', 'O'), ('겠', 'O'), ('어요', 'O'), ('ㅠㅠ', 'O')]",[],0,0.1711,0,0.0826,0,0.0285999999999999,0.1711,0,0.0941,0,0
196209,20,MLB,20MLB56414,202202250065900892,MLB20,윤석열되면 걱정되는게 측근들이 다 검사로 이루어 질까봐 걱정입니다 24,법조인 출신이 필요하지 않는자리에도 자기와 친한 검사였다고그 자리 요직에 앉칠꺼 같아서 걱정입니다,윤석열되면 걱정되는게 측근들이 다 검사로 이루어 질까봐 걱정입니다 법조인 출신이 필요하지 않는자리에도 자기와 친한 검사였다고그 자리 요직에 앉칠꺼 같아서 걱정입니다,2022-02-25,2022,2,25,12:28:00,603,0,"[('윤석열', 'B-PER'), ('되', 'O'), ('면', 'O'), ('걱정', 'O'), ('되', 'O'), ('는', 'O'), ('게', 'O'), ('측근', 'O'), ('들', 'O'), ('이', 'O'), ('다', 'O'), ('검사', 'O'), ('로', 'O'), ('이루', 'O'), ('어', 'O'), ('질까봐', 'O'), ('걱정', 'O'), ('입니다', 'O'), ('24', 'B-NOH'), ('법조', 'O'), ('인', 'O'), ('출신', 'O'), ('이', 'O'), ('필요', 'O'), ('하', 'O'), ('지', 'O'), ('않', 'O'), ('는', 'O'), ('자리', 'O'), ('에', 'O'), ('도', 'O'), ('자기', 'O'), ('와', 'O'), ('친한', 'O'), ('검사', 'O'), ('였', 'O'), ('다고', 'O'), ('그', 'O'), ('자리', 'O'), ('요직', 'O'), ('에', 'O'), ('앉', 'O'), ('칠', 'O'), ('꺼', 'O'), ('같', 'O'), ('아서', 'O'), ('걱정', 'O'), ('입니다', 'O')]",['윤석열'],0,0.2134,0,0.0693,0,0.0056,0.2134,0,0.0961,0,0
151516,20,MLB,20MLB11721,202203090066371952,MLB20,한준희 박문성은 왜 저기 껴있는거죠 4,레알 이해 불가네요,한준희 박문성은 왜 저기 껴있는거죠 레알 이해 불가네요,2022-03-09,2022,3,9,19:04:00,833,0,"[('한준희', 'B-PER'), ('박문성', 'B-PER'), ('은', 'O'), ('왜', 'O'), ('저기', 'O'), ('껴', 'O'), ('있', 'O'), ('는', 'O'), ('거', 'O'), ('죠', 'O'), ('4', 'B-NOH'), ('레알', 'O'), ('이해', 'O'), ('불가', 'O'), ('네요', 'O')]",['박문성'],0,0.213899999999999,0,0.0312,0,0.0215999999999999,0.213899999999999,0,0.0889,0,0
149149,20,MLB,20MLB9354,202203090066385509,MLB20,재질문 사전투표는 출구조사에 반영 vs 반영 안 했다 9,누구는 보정한거라고 하고누구는 안 한거라 하고누구 말이 맞는건지,재질문 사전투표는 출구조사에 반영 vs 반영 안 했다 누구는 보정한거라고 하고누구는 안 한거라 하고누구 말이 맞는건지,2022-03-09,2022,3,9,20:06:00,825,0,"[('재', 'O'), ('질문', 'O'), ('사전', 'O'), ('투표', 'O'), ('는', 'O'), ('출구조사', 'O'), ('에', 'O'), ('반영', 'O'), ('vs', 'O'), ('반영', 'O'), ('안', 'O'), ('했', 'O'), ('다', 'O'), ('9', 'B-NOH'), ('누구', 'I-NOH'), ('는', 'O'), ('보정', 'O'), ('한', 'O'), ('거', 'O'), ('라고', 'O'), ('하', 'O'), ('고', 'O'), ('누구', 'O'), ('는', 'O'), ('안', 'O'), ('한', 'O'), ('거', 'O'), ('라', 'O'), ('하', 'O'), ('고', 'O'), ('누구', 'O'), ('말', 'O'), ('이', 'O'), ('맞', 'O'), ('는', 'O'), ('건지', 'O')]",[],0,0.110099999999999,0,0.0315999999999999,0,0.0189,0.110099999999999,0,0.0535,0,0
167239,20,MLB,20MLB27444,202203050066212226,MLB20,1948년도 선거보다 못하네요 문정부상태 ㅋㅋ,코로나가 이미 3년째인데 그에 맞춰서 확진자들 투표 어떻게 할지 생각도안하고이딴식으로 일을 처리하나 이러니까 부정선거 이야기가 나오는거지 괜히 나오는거겟음,1948년도 선거보다 못하네요 문정부상태 ㅋㅋ 코로나가 이미 3년째인데 그에 맞춰서 확진자들 투표 어떻게 할지 생각도안하고이딴식으로 일을 처리하나 이러니까 부정선거 이야기가 나오는거지 괜히 나오는거겟음,2022-03-05,2022,3,5,19:07:00,178,0,"[('1948', 'B-DAT'), ('년', 'I-DAT'), ('도', 'O'), ('선거', 'O'), ('보다', 'O'), ('못', 'O'), ('하', 'O'), ('네요', 'O'), ('문정부', 'B-PER'), ('상태', 'O'), ('ㅋㅋ', 'O'), ('코로나', 'B-POH'), ('가', 'O'), ('이미', 'O'), ('3', 'B-DUR'), ('년', 'I-DUR'), ('째', 'O'), ('인데', 'O'), ('그', 'O'), ('에', 'O'), ('맞춰서', 'O'), ('확진', 'O'), ('자', 'O'), ('들', 'O'), ('투표', 'O'), ('어떻', 'O'), ('게', 'O'), ('할지', 'O'), ('생각', 'O'), ('도', 'O'), ('안', 'O'), ('하', 'O'), ('고', 'O'), ('이딴', 'O'), ('식', 'O'), ('으로', 'O'), ('일', 'O'), ('을', 'O'), ('처리', 'O'), ('하', 'O'), ('나', 'O'), ('이러', 'O'), ('니까', 'O'), ('부정', 'O'), ('선거', 'O'), ('이야기', 'O'), ('가', 'O'), ('나오', 'O'), ('는', 'O'), ('거', 'O'), ('지', 'O'), ('괜히', 'O'), ('나오', 'O'), ('는', 'O'), ('거', 'O'), ('겟', 'O'), ('음', 'O')]",['문정부'],0,0.324999999999999,0,0.1883,0,0.1552,0.324999999999999,0,0.2228,0,0
167162,20,MLB,20MLB27367,202203050066212775,MLB20,이재명이 만약 국힘 후보였다면 뽑으실건가요 16,1 문재앙과 민주당 일당 정권교체로 심판해야한다 이재명 뽑는다2 아무리 국힘후보라지만 이재명같은 인간을 대통령으로 뽑으면 나라 망한다 이재명 절대안뽑음,이재명이 만약 국힘 후보였다면 뽑으실건가요 문재앙과 민주당 일당 정권교체로 심판해야한다 이재명 뽑는다2 아무리 국힘후보라지만 이재명같은 인간을 대통령으로 뽑으면 나라 망한다 이재명 절대안뽑음,2022-03-05,2022,3,5,19:18:00,473,0,"[('이재명', 'B-PER'), ('이', 'O'), ('만약', 'O'), ('국', 'O'), ('힘', 'O'), ('후보', 'O'), ('였', 'O'), ('다면', 'O'), ('뽑', 'O'), ('으실', 'O'), ('건가요', 'O'), ('16', 'B-NOH'), ('1', 'I-NOH'), ('문', 'O'), ('재앙', 'O'), ('과', 'O'), ('민주당', 'B-ORG'), ('일당', 'O'), ('정권', 'O'), ('교체', 'O'), ('로', 'O'), ('심판', 'O'), ('해야', 'O'), ('한다', 'O'), ('이재명', 'B-PER'), ('뽑', 'O'), ('는다', 'O'), ('2', 'B-NOH'), ('아무리', 'O'), ('국', 'O'), ('힘', 'O'), ('후보', 'O'), ('라지만', 'O'), ('이재명', 'B-PER'), ('같', 'O'), ('은', 'O'), ('인간', 'O'), ('을', 'O'), ('대통령', 'O'), ('으로', 'O'), ('뽑', 'O'), ('으면', 'O'), ('나라', 'O'), ('망한다', 'O'), ('이재명', 'B-PER'), ('절대', 'O'), ('안', 'O'), ('뽑', 'O'), ('음', 'O')]","['이재명', '이재명', '이재명', '이재명']",1,0.6815,0,0.1058,1,0.8627,0.8627,1,0.55,1,2
174205,20,MLB,20MLB34410,202203030066137325,MLB20,근데 윤석열이 안철수에게 많이 양보했나요,"실제로 내부적인 내용은 많이 공개가 안되었는데 너무 많은걸 양보했을까바 조금 걱정이네요차라리 당당하게 경선하고 경쟁하면 좋겟어요, 그렇게 합의된걸로","근데 윤석열이 안철수에게 많이 양보했나요 실제로 내부적인 내용은 많이 공개가 안되었는데 너무 많은걸 양보했을까바 조금 걱정이네요차라리 당당하게 경선하고 경쟁하면 좋겟어요, 그렇게 합의된걸로",2022-03-03,2022,3,3,16:00:00,251,0,"[('근데', 'O'), ('윤석열', 'B-PER'), ('이', 'O'), ('안철수', 'B-PER'), ('에게', 'O'), ('많이', 'O'), ('양보', 'O'), ('했', 'O'), ('나요', 'O'), ('실제로', 'O'), ('내부', 'O'), ('적', 'O'), ('인', 'O'), ('내용', 'O'), ('은', 'O'), ('많이', 'O'), ('공개', 'O'), ('가', 'O'), ('안', 'O'), ('되', 'O'), ('었', 'O'), ('는데', 'O'), ('너무', 'O'), ('많', 'O'), ('은', 'O'), ('걸', 'O'), ('양보', 'O'), ('했을까', 'O'), ('바', 'O'), ('조금', 'O'), ('걱정', 'O'), ('이', 'O'), ('네요', 'O'), ('차라리', 'O'), ('당당', 'O'), ('하', 'O'), ('게', 'O'), ('경선', 'O'), ('하', 'O'), ('고', 'O'), ('경쟁', 'O'), ('하', 'O'), ('면', 'O'), ('좋', 'O'), ('겟', 'O'), ('어요', 'O'), (',', 'O'), ('그렇게', 'O'), ('합의', 'O'), ('된', 'O'), ('걸로', 'O')]","['윤석열', '안철수']",0,0.0492,0,0.0783,0,0.002,0.0783,0,0.0432,0,0
